EFECTIVO,INVENTARIO,TERRENOS_Y_CONSTRUCCIONES,CXP,ANTICIPOS_CTE,UTILIDADES_ACUMULADAS,UTILIDAD_O_PERDIDA,TOTAL_VENTAS,UTILIDAD_BRUTA,TOTAL_GASTOS,target
-0.10731127455968802,0.6412847127137966,0.5268799019396934,1.2580882017446822,0.6384328395870519,0.3194842376262892,-0.8150754495663778,-0.1420169479419115,0.3342776371070533,0.8985576672595221,Aceptado
-0.4901665035948571,2.088746759772095,-8.755187885093207e-17,3.202890882371051e-16,-0.3671900256759457,0.0011219390740794968,-1.4399063524129734,0.9471294323603086,0.24721918077537808,-4.721397479193579e-16,Aceptado
1.9843171602963485,-0.11636955172600134,-1.9218093208993081,2.4866692017653853,4.974617272066093,6.470195021131827e-16,-1.2824507706939845,4.755697077340924e-16,0.7465047657027558,-4.721397479193579e-16,Aceptado
-0.5174133685615984,-0.4033099338681476,1.3259018298736136,-0.3200014557358077,-0.7115057798584256,0.03768440462027965,-0.6046401184869931,4.755697077340924e-16,-0.339889930932295,-0.6990818997617559,Aceptado
1.4640265919836272e-16,2.1053789561722605,-8.755187885093207e-17,1.1382645382940806,1.2780109505947792,-0.050607678385665426,1.4577943887595746,2.4777460983212136,2.417380928534555e-16,1.2020164014391608,Aceptado
1.4640265919836272e-16,-0.7086307941474455,-8.755187885093207e-17,-0.8454427578818211,0.07487231376405018,-1.4786778535499445,-0.2188660208709527,-1.1044521634794215,2.417380928534555e-16,-1.2313900389074472,Aceptado
-0.45627003492154716,-0.2723861393387173,0.6892348751041202,-0.49165719290477833,-1.0158208395269603,6.470195021131827e-16,0.7137583737568606,-0.36873988931463547,-0.35261127231262335,0.5667728030496848,Aceptado
-0.41608947973961,0.3012109312551617,1.5667914150666753,3.202890882371051e-16,-4.109336923254707e-16,-1.542639937934975,1.3305740836373803,-0.12460263076498342,0.6361302309564958,1.1061841172543014,Aceptado
-0.5114484024441843,-0.6259458343852989,1.37399649592101,-0.8182067037509332,0.2163548176868164,-1.623260208417052,-6.67062732096907e-16,-1.1207685000374223,2.417380928534555e-16,-1.1801450077907645,Aceptado
-0.4881717437016015,0.32033396826177085,1.6976183831245675,0.3422760064374741,-1.0652412429540639,-1.358620783777804,-6.67062732096907e-16,-0.34428852660375137,1.653145879092733,1.97380325162973,Aceptado
1.4640265919836272e-16,-0.7093989760323863,-1.5220675417240694,3.202890882371051e-16,-1.0149648618761702,0.08308626475356487,1.7766281924375311,-0.9998846584622131,-0.9621293508021453,-1.12751288893079,Aceptado
-0.5151329892479063,-0.1757676365122853,1.1616521220415645,-0.1749634958320529,-0.1376607368338813,0.2628598859835966,-1.7538408063091053,-0.44996699554714503,-0.5600455087925539,-4.721397479193579e-16,Aceptado
1.4640265919836272e-16,-0.6276443052603419,1.1564265153774622,-0.18412112662461735,-0.9388184256053319,-0.28813337284724627,0.5911732158820803,-0.23642804908232032,2.417380928534555e-16,-0.308692768633169,Aceptado
-0.43421788468567385,-0.19236214809774224,1.2292269180431339,-0.01762302229664824,-0.12277985936148886,6.470195021131827e-16,-0.8840749322645068,-0.2766520448424489,-0.819704553498068,-0.7424059932743049,Aceptado
1.033947410819105,-1.4319229813724714e-16,-1.8066925835054877,-0.8402150766985138,-0.3233243248857466,-0.5021033677696695,0.9693188525891279,-0.27227805745823114,-0.21175661462826098,-4.721397479193579e-16,Aceptado
-0.5304087088240016,-0.7054739895940316,0.43440806442461116,-1.0188152674250341,-1.0661198226808524,-1.825427539483245,0.2725465121242799,-1.1281867875487228,-0.9381114228346566,-1.0985447657989638,Aceptado
-0.51308128203421,-0.4573714823787698,1.1561227238324006,-0.2787932567937065,-4.109336923254707e-16,-0.7020568316571495,-0.46520616329292863,-0.9006331402820504,-0.3147125985499992,-4.721397479193579e-16,Sospechoso
-0.31660002907737433,-1.4319229813724714e-16,-8.755187885093207e-17,3.202890882371051e-16,-4.109336923254707e-16,6.470195021131827e-16,-6.67062732096907e-16,-0.15902363949016599,0.8463038663033311,1.7281014012603835,Aceptado
0.7153548345370009,-1.4319229813724714e-16,-8.755187885093207e-17,2.273099972250928,-4.109336923254707e-16,0.6098551503805835,-0.23182424040197436,4.755697077340924e-16,1.71371123798803,2.0832235722476833,Aceptado
